SYMBOL,AVG_DELIV_QTY,NEW_DELIV_QTY,PCT_DEVIATION
MOGSEC,20885.0,4973,-76.19
MOKSH,277938.5,886759,219.05
MOLDTECH,26555.2,10954,-58.75
MOLDTKPAC,37384.5,17201,-53.99
MOLOWVOL,184086.9,2986,-98.38
MOMENTUM,98624.6,39879,-59.56
MON50EQUAL,1674.0,3297,96.95
MONEXT50,2650.7,861,-67.52
MONQ50,80151.2,172862,115.67
MONTECARLO,17209.2,34363,99.68
MOPSE,306.12,129,-57.86
MOREPENLAB,1269216.1,578938,-54.39
MOTHERSON,4006238.2,7543053,88.28
MOTILALOFS,712610.0,279822,-60.73
MOTOGENFIN,7371.9,2507,-65.99
MOTOUR,2965.7,1372,-53.74
MOVALUE,117820.3,46689,-60.37
MRF,3161.7,5045,59.57
MRPL,1338650.0,366709,-72.61
MSCIINDIA,135808.5,3112,-97.71
MTNL,1132043.7,4118454,263.81
MUFTI,58172.6,231684,298.27
MUKANDLTD,197894.7,65579,-66.86
MUNJALAU,119149.8,44038,-63.04
MUTHOOTMF,312636.1,124078,-60.31
NAGREEKCAP,2881.1,887,-69.21
NAGREEKEXP,5690.2,11455,101.31
NAHARSPING,16827.9,27233,61.83
NARMADA,41127.1,14004,-65.95
NATCOPHARM,746991.1,333941,-55.3
NAUKRI,872631.3,2580098,195.67
NAVKARCORP,111624.2,588737,427.43
NAVNETEDUL,58874.2,178196,202.67
NAZARA,275540.3,111614,-59.49
NBCC,3089600.7,1511845,-51.07
NBIFIN,778.7,227,-70.85
NDLVENTURE,34430.0,2496,-92.75
NDRAUTO,36524.8,16530,-54.74
NELCO,45518.3,83474,83.39
NEOGEN,8826.2,17170,94.53
NESCO,62359.7,28323,-54.58
NETWEB,94098.9,184018,95.56
NEULANDLAB,21111.5,151546,617.84
NEXT30ADD,28157.6,2059,-92.69
NEXT50,19414.9,7833,-59.65
NEXTMEDIA,21303.1,106195,398.5
NIF100BEES,15896.4,28428,78.83
NIF100IETF,261461.1,76332,-70.81
NIF10GETF,6474.6,391,-93.96
NIF5GETF,2373.9,819,-65.5
NIFTY1,74221.2,30427,-59.0
NIFTYBETF,105738.8,1942,-98.16
NIFTYQLITY,173982.2,35244,-79.74
NILAINFRA,888897.7,3806939,328.28
NILASPACES,652788.3,1195285,83.1
NINSYS,2930.4,1186,-59.53
NIPPOBATRY,4049.0,1578,-61.03
NITIRAJ,3404.5,6190,81.82
NKIND,406.9,10,-97.54
NOCIL,385637.9,92370,-76.05
NUVAMA,107114.3,40439,-62.25
NV20BEES,144958.1,14877,-89.74
NV20IETF,235551.3,535360,127.28
NYKAA,6956266.1,2724456,-60.83
OAL,7982.1,2937,-63.21
OBEROIRLTY,230050.6,608299,164.42
OILCOUNTUB,27190.2,12038,-55.73
OILIETF,1940870.3,629644,-67.56
OLAELEC,12987040.1,109698654,744.68
OLECTRA,158810.2,76752,-51.67
OMAXAUTO,61017.4,307265,403.57
OMAXE,248487.8,66722,-73.15
ONESOURCE,127519.2,31489,-75.31
ORCHPHARMA,52370.0,82688,57.89
ORIENTCEM,350932.4,115412,-67.11
ORIENTHOT,101217.3,403929,299.07
ORIENTLTD,3398.9,7557,122.34
OSWALAGRO,82302.4,222437,170.27
OSWALGREEN,107339.0,223255,107.99
PAGEIND,10670.1,23729,122.39
PAISALO,3955959.7,1921509,-51.43
PAKKA,108024.7,44974,-58.37
PALASHSECU,1417.4,2229,57.26
PARACABLES,552666.0,246565,-55.39
PARADEEP,1440441.3,2410838,67.37
PARAGMILK,627646.4,215367,-65.69
PARSVNATH,2949574.6,9773427,231.35
PASUPTAC,70919.9,29408,-58.53
PATANJALI,429999.3,181536,-57.78
PATINTLOG,222547.8,47147,-78.81
PAYTM,1113494.8,2179313,95.72
PCJEWELLER,45583236.5,18928830,-58.47
PDSL,91247.2,30818,-66.23
PEL,298193.9,1328027,345.36
PENIND,279979.1,127017,-54.63
PENINLAND,1064272.6,345584,-67.53
PETRONET,2300481.7,3476038,51.1
PFIZER,29503.5,10136,-65.64
PFOCUS,890146.9,1841189,106.84
PFS,314284.5,511068,62.61
PHOENIXLTD,598552.7,264285,-55.85
PIDILITIND,148707.7,242540,63.1
PIONEEREMB,9546.0,4459,-53.29
PLASTIBLEN,13352.5,48057,259.91
POKARNA,42046.5,13773,-67.24
POLYMED,70595.4,123969,75.6
PPLPHARMA,1473287.9,5882826,299.3
PRECAM,113670.2,44107,-61.2
PRECWIRE,97183.5,462881,376.3
PRESTIGE,318635.6,731637,129.62
PRIMESECU,36661.6,65110,77.6
PRITI,9039.9,3205,-64.55
PRITIKAUTO,134604.1,213724,58.78
PRIVISCL,79635.9,29308,-63.2
PROTEAN,235689.2,364836,54.8
PSUBANK,79474.1,5763,-92.75
PSUBANKADD,13723.9,1004324,7218.07
PSUBNKBEES,3001216.9,1436117,-52.15
PSUBNKIETF,158583.7,31481,-80.15
PUNJABCHEM,4385.6,11340,158.57
PVSL,40017.8,96402,140.9
PVTBANIETF,559496.9,3412339,509.89
PVTBANKADD,25325.4,5495,-78.3
QUADFUTURE,48406.6,79319,63.86
QUAL30IETF,420121.3,50401,-88.0
QUESS,133311.9,257114,92.87
QUICKHEAL,178798.8,38327,-78.56
RACLGEAR,4032.0,1608,-60.12
RADIANTCMS,183151.3,310240,69.39
RADICO,109911.9,269101,144.83
RADIOCITY,65519.0,31383,-52.1
RAINBOW,118178.8,362328,206.59
RAJOOENG,356043.0,975544,174.0
RALLIS,175150.7,2312343,1220.2
RAMCOCEM,294909.4,755364,156.13
RAMCOIND,97386.5,37868,-61.12
RANEHOLDIN,4110.1,12024,192.55
RATEGAIN,346114.4,143175,-58.63
RATNAMANI,105389.8,4203,-96.01
RAYMOND,599012.8,110964,-81.48
RAYMONDLSL,144439.2,62691,-56.6
RBA,572303.7,216497,-62.17
REDTAPE,330757.7,112240,-66.07
RELAXO,313350.9,126131,-59.75
RELCHEMQ,9012.4,2609,-71.05
RELIANCE,4639637.2,7980365,72.0
RELIGARE,1505757.9,2789316,85.24
REMSONSIND,203374.9,312719,53.76
RESPONIND,121898.7,29171,-76.07
RGL,96098.5,23026,-76.04
RHIM,116307.8,32689,-71.89
RHL,8792.6,2109,-76.01
RITES,605494.7,291455,-51.86
RML,11168.4,4921,-55.94
RRKABEL,53084.4,179215,237.6
RSYSTEMS,57827.3,22272,-61.49
RUBFILA,85927.8,34644,-59.68
RUCHIRA,61923.4,24039,-61.18
RUPA,78984.9,135143,71.1
RUSHIL,205279.9,98722,-51.91
RUSTOMJEE,47206.3,9374,-80.14
SABTNL,4740.8,1454,-69.33
SADBHAV,231502.8,591902,155.68
SAFARI,8056.0,16802,108.57
SAGARDEEP,6422.9,11975,86.44
SAIL,4509882.6,1465449,-67.51
SAILIFE,423463.0,1175524,177.6
SAKHTISUG,105576.3,39548,-62.54
SAKSOFT,417968.8,185892,-55.52
SALONA,5817.8,21070,262.16
SAMMAANCAP,9243438.7,3779851,-59.11
SANATHAN,120495.8,41011,-65.96
SANDESH,776.2,376,-51.56
SANOFI,8336.0,1819,-78.18
SANSERA,80127.0,134569,67.94
SANSTAR,331552.4,92716,-72.04
SAPPHIRE,374790.4,48206,-87.14
SARVESHWAR,3578739.8,9478916,164.87
SATIN,142185.7,42286,-70.26
SBC,4629882.6,2260769,-51.17
SBCL,40048.8,91132,127.55
SBIBPB,23784.1,1731,-92.72
SBICARD,606064.0,1025779,69.25
