SYMBOL,AVG_DELIV_QTY,NEW_DELIV_QTY,PCT_DEVIATION
SBIETFCON,4181.1,6318,51.11
SBIETFIT,4278.3,236051,5417.4
SBIETFPB,3872.8,1652,-57.34
SBIETFQLTY,73019.2,4845,-93.36
SBILIFE,514292.5,854027,66.06
SBISILVER,1391376.9,279629,-79.9
SCILAL,172877.0,275638,59.44
SCODATUBES,563780.8,1516208,168.94
SCPL,6165.1,1858,-69.86
SDL26BEES,3321.8,424,-87.24
SELECTIPO,21492.0,3935,-81.69
SENCO,457714.6,109982,-75.97
SENSEXADD,2261.7,901,-60.16
SENSEXETF,6394.6,17364,171.54
SETF10GILT,10882.1,4911,-54.87
SETFNIFBK,150531.3,6459,-95.71
SETFNN50,15037.7,27840,85.13
SGIL,24095.44,11280,-53.19
SHAHALLOYS,29321.33,5249,-82.1
SHAILY,34805.33,16926,-51.37
SHALBY,48988.0,81647,66.67
SHALPAINTS,50073.11,15008,-70.03
SHANTIGEAR,31053.33,10233,-67.05
SHARDACROP,149462.78,244377,63.5
SHARDAMOTR,85122.78,34709,-59.22
SHARIABEES,5406.78,10792,99.6
SHIVAMILLS,1990.0,885,-55.53
SHRADHA,11525.0,5682,-50.7
SHREEPUSHK,69273.22,22262,-67.86
SIGACHI,4375255.33,1149642,-73.72
SIGNATURE,76530.0,12367,-83.84
SIGNPOST,842732.56,94625,-88.77
SIKKO,33725.11,6173,-81.7
SILLYMONKS,35705.33,104828,193.59
SILVER360,3344.44,5738,71.57
SILVERADD,429350.89,1028455,139.54
SILVERBEES,7834822.67,12949184,65.28
SILVERETF,200762.67,536526,167.24
SILVERTUC,25082.44,2114,-91.57
SILVRETF,191743.78,87366,-54.44
SINDHUTRAD,2729233.33,1101852,-59.63
SINTERCOM,5742.56,19296,236.02
SIRCA,201295.89,343372,70.58
SIYSIL,64127.0,23383,-63.54
SKFINDIA,56752.89,27131,-52.19
SMARTLINK,3734.0,1709,-54.23
SMCGLOBAL,177605.0,59634,-66.42
SMSPHARMA,35997.9,15327,-57.42
SOBHA,136343.1,294953,116.33
SOMANYCERA,13904.0,5100,-63.32
SOMICONVEY,6040.7,2881,-52.31
SONAMLTD,25338.9,79879,215.24
SONATSOFTW,553004.0,216874,-60.78
SPAL,21753.8,46516,113.83
SPANDANA,85216.8,294033,245.04
SPLPETRO,17188.7,5022,-70.78
SRD,98304.6,35791,-63.59
SRGHFL,3084.8,112,-96.37
SSWL,249413.8,79929,-67.95
STAR,160767.4,260174,61.83
STARHEALTH,666648.1,152406,-77.14
STARTECK,1104.1,7961,621.04
STEL,1320.0,5734,334.39
STERTOOLS,57394.9,26543,-53.75
STLTECH,1681511.7,644487,-61.67
STYLEBAAZA,227045.0,24852,-89.05
STYRENIX,12022.4,18954,57.66
SULA,80713.9,150166,86.05
SUMICHEM,282469.7,90955,-67.8
SUNCLAY,3537.5,1573,-55.53
SUNDRMFAST,76778.6,209609,173.0
SUNDROP,7663.4,2745,-64.18
SUPERHOUSE,3502.0,5593,59.71
SUPRAJIT,57391.6,127813,122.7
SUPREME,78850.5,10934,-86.13
SUPREMEIND,99749.3,164772,65.19
SURAJEST,46873.8,100810,115.07
SURAJLTD,2200.5,436,-80.19
SURAKSHA,54481.7,18533,-65.98
SURYALAXMI,20689.2,5995,-71.02
SURYAROSNI,123290.1,240087,94.73
SURYODAY,90514.7,43538,-51.9
SWIGGY,3905530.4,6836058,75.04
SYMPHONY,33950.7,13246,-60.98
SYNGENE,389492.3,1119032,187.31
SYRMA,752444.4,360324,-52.11
TAINWALCHM,1636.6,566,-65.42
TARMAT,41867.5,86109,105.67
TARSONS,23892.7,9198,-61.5
TASTYBITE,1762.1,413,-76.56
TATAMOTORS,2800125.6,4377029,56.32
TATSILV,2084827.4,4162616,99.66
TATVA,33501.5,14121,-57.85
TBZ,104289.9,43255,-58.52
TCS,1735003.9,2760493,59.11
TEAMLEASE,14815.9,6068,-59.04
TECH,17759.5,2382068,13312.92
TEGA,86953.9,218292,151.04
TEXINFRA,75578.6,31977,-57.69
TEXMOPIPES,41058.3,20407,-50.3
TEXRAIL,711080.6,1128468,58.7
THANGAMAYL,21986.1,45116,105.2
THEINVEST,12319.8,6021,-51.13
THEMISMED,90829.9,37597,-58.61
THYROCARE,33252.3,149805,350.51
TIIL,14745.7,4901,-66.76
TIMKEN,53067.9,171459,223.09
TIPSMUSIC,96261.4,28394,-70.5
TIRUMALCHM,199911.4,91732,-54.11
TNIDETF,42034.5,327245,678.52
TOKYOPLAST,3559.8,16328,358.68
TOLINS,70221.1,21646,-69.17
TOP10ADD,168127.7,343979,104.59
TOTAL,5124.1,2235,-56.38
TRACXN,168872.2,256081,51.64
TRANSRAILL,1106897.9,429575,-61.19
TRANSWORLD,10880.3,3561,-67.27
TTKHLTCARE,3586.4,12037,235.63
TTKPRESTIG,22340.9,10374,-53.56
TVSMOTOR,360041.2,799800,122.14
UCAL,19187.8,6295,-67.19
UGARSUGAR,128233.3,39920,-68.87
UGROCAP,340024.2,111933,-67.08
UJJIVANSFB,5102110.6,9062364,77.62
UMIYA-MRO,28471.8,43677,53.4
UNIENTER,5164.8,1989,-61.49
UNIONBANK,4587038.8,6973659,52.03
UNIONGOLD,718.3,4172,480.82
UNITEDPOLY,516633.7,72288,-86.01
UNITEDTEA,2141.2,8212,283.52
UNIVASTU,41477.8,203271,390.07
USHAMART,202711.3,637872,214.67
USK,51631.5,23430,-54.62
UTIBANKETF,1301624.5,26793,-97.94
UTINIFTETF,27021.7,9213,-65.91
UYFINCORP,235874.6,46495,-80.29
VAL30IETF,59669.0,198126,232.04
VARROC,88049.5,37563,-57.34
VASWANI,191685.5,322129,68.05
VBL,3828261.9,6607638,72.6
VEDL,4819021.5,2296742,-52.34
VENTIVE,264145.0,45497,-82.78
VGUARD,129391.0,52043,-59.78
VIJIFIN,100090.8,207541,107.35
VINCOFE,970085.9,361255,-62.76
VIPCLOTHNG,176198.7,295011,67.43
VIPIND,404796.4,2745128,578.15
VIRINCHI,416253.9,1020131,145.07
VISHNU,46650.2,21545,-53.82
VISHWARAJ,252696.5,108309,-57.14
VIVIDHA,196403.5,774725,294.46
VLSFINANCE,12097.1,5115,-57.72
VMM,6846980.2,22806833,233.09
VPRPL,134780.3,889810,560.19
VRAJ,11771.5,25230,114.33
VSSL,27590.2,8390,-69.59
VSTTILLERS,18761.7,4504,-75.99
VTL,187323.6,52883,-71.77
WEALTH,3543.3,8492,139.66
WEIZMANIND,7741.4,1941,-74.93
WEL,140169.0,561739,300.76
WESTLIFE,31293.6,10022,-67.97
WEWIN,1816.0,5385,196.53
WHEELS,25286.8,9460,-62.59
WILLAMAGOR,14978.5,5487,-63.37
WOCKPHARMA,260540.0,441725,69.54
WORTH,8080.8,13138,62.58
WSTCSTPAPR,68577.7,26110,-61.93
XELPMOC,6858.4,1905,-72.22
XPROINDIA,16521.4,3687,-77.68
YATRA,112124.5,50175,-55.25
YESBANK,24481970.9,39089893,59.67
YUKEN,8249.5,1453,-82.39
ZAGGLE,194536.3,93286,-52.05
ZEEL,6376719.1,10941326,71.58
ZODIACLOTH,9857.2,3983,-59.59
ZOTA,78583.1,36822,-53.14
ZYDUSLIFE,487061.9,783763,60.92
ZYDUSWELL,20428.8,43483,112.85
